transactionId,farmerId,logisticsId,shipmentDatetime,shipmentDate,shipmentTime,dataSource,generatorVersion,origin,originState,originCity,originHub,destination,destinationState,destinationCity,destinationMarket,season,routeDistanceKm,quantitySentCrates,averageCrateWeightKg,quantitySentKg,pricePerCrateNgn,packagingType,transportMode,roadCondition,checkpointDelayHours,vehicleBreakdown,coldStorageAvailable,storageType,hoursSinceHarvestAtDispatch,storageDelayHours,ripenessLevel,initialDamageLevel,handlingQuality,humidityPercent,transitTimeHours,averageTemperatureC,spoilageStatus,spoilageStatusLabel,spoilageRatePercent,quantitySpoiledCrates,quantityDeliveredCrates,potentialRevenueNgn,deliveredRevenueNgn,financialLossNgn
TXN-2026-009624,FRM-296,LOG-89,2026-07-13T19:30:00,2026-07-13,19:30:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Onitsha,Anambra,Onitsha,N/A,Rainy Season,777.7,159,25.2,4006.8,17912,Wooden Crate,Covered Truck,Poor,4.0,No,No,Open Storage,28.4,9.0,Ripe,Severe,Fair,80.7,27.5,29.5,1,Spoiled,71.5,114,45,2848008,806040,2041968
TXN-2026-009625,FRM-184,LOG-86,2026-02-15T07:30:00,2026-02-15,07:30:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Ibadan (Bodija),Oyo,Ibadan,Bodija,Dry Season,1004.1,262,23.9,6261.8,11257,Wooden Crate,Traditional Open Truck,Good,1.0,No,No,Open Storage,27.7,13.5,Unripe,None,Fair,35.0,28.8,34.5,0,Not Spoiled,0.0,0,262,2949334,2949334,0
TXN-2026-009626,FRM-786,LOG-20,2026-03-13T12:00:00,2026-03-13,12:00:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Onitsha,Anambra,Onitsha,N/A,Dry Season,582.5,241,23.1,5567.1,10373,Plastic Crate,Traditional Open Truck,Fair,1.0,No,No,Shaded Storage,19.0,8.6,Ripe,Moderate,Poor,35.6,17.8,28.0,0,Not Spoiled,9.7,23,218,2499893,2261314,238579
TXN-2026-009627,FRM-106,LOG-90,2026-10-23T06:00:00,2026-10-23,06:00:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,1076.2,259,22.7,5879.3,16048,Plastic Crate,Traditional Open Truck,Poor,4.0,No,No,Shaded Storage,34.2,14.9,Ripe,Moderate,Fair,68.4,42.8,34.9,1,Spoiled,75.6,196,63,4156432,1011024,3145408
TXN-2026-009628,FRM-453,LOG-56,2026-10-26T17:30:00,2026-10-26,17:30:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,801.4,225,24.5,5512.5,15024,Plastic Crate,Traditional Open Truck,Good,0.0,No,No,Shaded Storage,18.3,2.7,Unripe,Low,Good,85.5,22.2,26.2,0,Not Spoiled,0.0,0,225,3380400,3380400,0
TXN-2026-009629,FRM-776,LOG-55,2026-12-05T08:45:00,2026-12-05,08:45:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Ibadan (Bodija),Oyo,Ibadan,Bodija,Dry Season,741.5,189,24.6,4649.4,11421,Sack,Covered Truck,Good,1.0,No,Yes,Cold Storage,7.6,8.3,Ripe,None,Fair,50.8,19.4,26.9,0,Not Spoiled,8.1,15,174,2158569,1987254,171315
TXN-2026-009630,FRM-215,LOG-43,2026-04-13T12:30:00,2026-04-13,12:30:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Onitsha,Anambra,Onitsha,N/A,Rainy Season,822.6,90,22.9,2061.0,14548,Raffia Basket,Traditional Open Truck,Good,0.0,No,No,Open Storage,16.3,7.2,Semi-ripe,Moderate,Good,73.5,23.4,31.0,0,Not Spoiled,4.7,4,86,1309320,1251128,58192
TXN-2026-009631,FRM-146,LOG-59,2026-02-12T10:15:00,2026-02-12,10:15:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Ibadan (Bodija),Oyo,Ibadan,Bodija,Dry Season,976.5,70,26.9,1883.0,12080,Plastic Crate,Traditional Open Truck,Fair,6.0,No,Yes,Cold Storage,16.7,16.0,Ripe,Low,Poor,36.6,36.2,37.8,0,Not Spoiled,0.0,0,70,845600,845600,0
TXN-2026-009632,FRM-194,LOG-85,2026-05-25T17:30:00,2026-05-25,17:30:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,978.8,148,22.4,3315.2,20835,Plastic Crate,Traditional Open Truck,Good,0.0,No,Yes,Cold Storage,30.3,9.4,Unripe,Moderate,Good,67.3,27.5,32.6,0,Not Spoiled,0.0,0,148,3083580,3083580,0
TXN-2026-009633,FRM-141,LOG-89,2026-09-09T17:00:00,2026-09-09,17:00:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Onitsha,Anambra,Onitsha,N/A,Rainy Season,815.5,140,27.8,3892.0,17298,Wooden Crate,Refrigerated Reefer Van,Good,4.0,No,Yes,No Storage,4.9,5.2,Overripe,Low,Fair,67.4,21.2,11.2,0,Not Spoiled,7.7,11,129,2421720,2231442,190278
TXN-2026-009634,FRM-543,LOG-94,2026-04-02T10:45:00,2026-04-02,10:45:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Onitsha,Anambra,Onitsha,N/A,Rainy Season,1072.5,91,23.3,2120.3,18417,Raffia Basket,Refrigerated Reefer Van,Fair,6.0,No,Yes,Cold Storage,31.7,6.3,Unripe,Low,Good,90.1,29.7,10.2,0,Not Spoiled,0.0,0,91,1675947,1675947,0
TXN-2026-009635,FRM-253,LOG-35,2026-08-14T05:45:00,2026-08-14,05:45:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,772.5,211,26.6,5612.6,19024,Plastic Crate,Covered Truck,Good,1.0,No,No,No Storage,14.0,13.3,Ripe,Moderate,Poor,90.0,19.1,31.5,1,Spoiled,65.9,139,72,4014064,1369728,2644336
TXN-2026-009636,FRM-415,LOG-34,2026-02-15T14:45:00,2026-02-15,14:45:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Lagos (Mile 12),Lagos,Lagos,Mile 12,Dry Season,999.0,215,23.5,5052.5,13625,Plastic Crate,Traditional Open Truck,Fair,0.0,No,Yes,Shaded Storage,24.4,11.7,Ripe,Low,Good,44.9,30.7,41.0,0,Not Spoiled,6.1,13,202,2929375,2752250,177125
TXN-2026-009637,FRM-699,LOG-63,2026-09-14T08:30:00,2026-09-14,08:30:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Onitsha,Anambra,Onitsha,N/A,Rainy Season,784.8,102,22.7,2315.4,20058,Raffia Basket,Covered Truck,Fair,2.0,No,No,Open Storage,22.0,12.8,Ripe,None,Fair,70.7,20.9,28.3,1,Spoiled,56.9,58,44,2045916,882552,1163364
TXN-2026-009638,FRM-204,LOG-26,2026-11-20T17:45:00,2026-11-20,17:45:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Ibadan (Bodija),Oyo,Ibadan,Bodija,Dry Season,844.3,187,24.5,4581.5,9385,Raffia Basket,Covered Truck,Poor,2.0,No,No,No Storage,19.5,6.7,Overripe,None,Good,49.0,29.5,24.0,0,Not Spoiled,0.0,0,187,1754995,1754995,0
TXN-2026-009639,FRM-955,LOG-51,2026-10-07T12:15:00,2026-10-07,12:15:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Onitsha,Anambra,Onitsha,N/A,Rainy Season,810.1,227,22.7,5152.9,21092,Wooden Crate,Traditional Open Truck,Good,1.0,No,No,Open Storage,10.7,0.4,Overripe,Low,Poor,85.6,24.6,27.1,0,Not Spoiled,11.7,27,200,4787884,4218400,569484
TXN-2026-009640,FRM-225,LOG-60,2026-08-18T15:15:00,2026-08-18,15:15:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Lagos (Mile 12),Lagos,Lagos,Mile 12,Rainy Season,1263.2,285,22.6,6441.0,16437,Plastic Crate,Traditional Open Truck,Poor,0.0,No,No,Open Storage,11.0,3.5,Ripe,Low,Good,70.0,39.5,33.8,0,Not Spoiled,13.5,38,247,4684545,4059939,624606
TXN-2026-009641,FRM-407,LOG-27,2026-12-30T19:30:00,2026-12-30,19:30:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Lagos (Mile 12),Lagos,Lagos,Mile 12,Dry Season,945.2,91,27.3,2484.3,12758,Wooden Crate,Traditional Open Truck,Good,1.0,No,No,Shaded Storage,26.4,2.5,Overripe,Moderate,Good,48.8,28.0,34.8,0,Not Spoiled,0.5,0,91,1160978,1160978,0
TXN-2026-009642,FRM-906,LOG-36,2026-06-18T14:15:00,2026-06-18,14:15:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,948.8,281,23.7,6659.7,16229,Plastic Crate,Traditional Open Truck,Good,4.0,No,No,Open Storage,21.1,1.3,Ripe,Low,Fair,70.3,31.1,31.1,0,Not Spoiled,1.8,5,276,4560349,4479204,81145
TXN-2026-009643,FRM-197,LOG-41,2026-09-06T16:30:00,2026-09-06,16:30:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Onitsha,Anambra,Onitsha,N/A,Rainy Season,775.8,259,27.6,7148.4,21561,Wooden Crate,Traditional Open Truck,Good,0.0,No,Yes,Cold Storage,4.6,10.7,Ripe,Severe,Good,91.9,22.8,27.2,0,Not Spoiled,1.8,5,254,5584299,5476494,107805
TXN-2026-009644,FRM-384,LOG-49,2026-11-17T11:30:00,2026-11-17,11:30:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Dry Season,1289.9,104,24.1,2506.4,11146,Plastic Crate,Covered Truck,Fair,2.0,No,Yes,Shaded Storage,28.0,4.1,Ripe,None,Fair,65.5,34.9,32.7,0,Not Spoiled,3.7,4,100,1159184,1114600,44584
TXN-2026-009645,FRM-379,LOG-75,2026-08-29T07:30:00,2026-08-29,07:30:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Lagos (Mile 12),Lagos,Lagos,Mile 12,Rainy Season,931.2,81,25.8,2089.8,21195,Raffia Basket,Traditional Open Truck,Good,2.0,No,Yes,Open Storage,18.8,13.1,Ripe,Moderate,Good,84.1,28.3,33.3,1,Spoiled,64.1,52,29,1716795,614655,1102140
TXN-2026-009646,FRM-751,LOG-20,2026-10-25T10:30:00,2026-10-25,10:30:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,763.8,194,25.5,4947.0,21588,Raffia Basket,Traditional Open Truck,Fair,1.0,No,No,No Storage,16.4,17.3,Ripe,Moderate,Fair,69.7,22.8,27.5,1,Spoiled,40.3,78,116,4188072,2504208,1683864
TXN-2026-009647,FRM-403,LOG-60,2026-02-24T16:30:00,2026-02-24,16:30:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Dry Season,1060.0,118,28.0,3304.0,9610,Plastic Crate,Covered Truck,Fair,0.0,No,No,Shaded Storage,15.3,7.8,Overripe,Severe,Poor,55.4,27.7,32.1,0,Not Spoiled,9.1,11,107,1133980,1028270,105710
TXN-2026-009648,FRM-780,LOG-89,2026-12-02T13:00:00,2026-12-02,13:00:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Onitsha,Anambra,Onitsha,N/A,Dry Season,726.3,293,23.8,6973.4,10706,Plastic Crate,Traditional Open Truck,Poor,0.0,Yes,Yes,Shaded Storage,18.8,0.3,Ripe,None,Fair,65.1,36.8,41.6,0,Not Spoiled,16.0,47,246,3136858,2633676,503182
TXN-2026-009649,FRM-679,LOG-82,2026-05-05T12:15:00,2026-05-05,12:15:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,773.4,166,23.0,3818.0,23546,Plastic Crate,Traditional Open Truck,Fair,1.0,Yes,No,No Storage,5.3,9.7,Ripe,None,Good,81.3,30.8,28.7,0,Not Spoiled,2.9,5,161,3908636,3790906,117730
TXN-2026-009650,FRM-137,LOG-95,2026-05-20T08:45:00,2026-05-20,08:45:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,1063.2,223,23.1,5151.3,14313,Sack,Traditional Open Truck,Poor,4.0,No,No,Open Storage,20.9,10.5,Semi-ripe,Severe,Fair,78.3,39.9,27.3,1,Spoiled,53.5,119,104,3191799,1488552,1703247
TXN-2026-009651,FRM-920,LOG-80,2026-08-30T18:45:00,2026-08-30,18:45:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Onitsha,Anambra,Onitsha,N/A,Rainy Season,756.4,277,22.3,6177.1,16075,Plastic Crate,Traditional Open Truck,Fair,4.0,Yes,Yes,Cold Storage,7.9,14.6,Overripe,Moderate,Poor,73.7,39.1,30.7,0,Not Spoiled,5.0,14,263,4452775,4227725,225050
TXN-2026-009652,FRM-568,LOG-75,2026-12-03T18:45:00,2026-12-03,18:45:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Onitsha,Anambra,Onitsha,N/A,Dry Season,871.9,93,25.7,2390.1,8580,Plastic Crate,Traditional Open Truck,Fair,2.0,No,No,Open Storage,8.3,17.7,Semi-ripe,None,Fair,68.3,29.3,39.4,0,Not Spoiled,3.9,4,89,797940,763620,34320
TXN-2026-009653,FRM-885,LOG-43,2026-12-06T05:45:00,2026-12-06,05:45:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Onitsha,Anambra,Onitsha,N/A,Dry Season,552.1,99,25.0,2475.0,9935,Raffia Basket,Traditional Open Truck,Fair,4.0,No,No,No Storage,28.7,7.6,Overripe,Low,Good,51.7,20.5,30.7,1,Spoiled,57.7,57,42,983565,417270,566295
TXN-2026-009654,FRM-824,LOG-63,2026-12-18T18:30:00,2026-12-18,18:30:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Dry Season,980.4,244,26.4,6441.6,12547,Plastic Crate,Covered Truck,Fair,6.0,No,Yes,Shaded Storage,21.7,13.5,Ripe,None,Poor,55.9,31.6,39.5,1,Spoiled,33.9,83,161,3061468,2020067,1041401
TXN-2026-009655,FRM-790,LOG-40,2026-04-11T17:30:00,2026-04-11,17:30:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Onitsha,Anambra,Onitsha,N/A,Rainy Season,1107.8,60,24.8,1488.0,14723,Raffia Basket,Traditional Open Truck,Fair,0.0,Yes,No,Open Storage,6.4,7.6,Semi-ripe,Severe,Good,75.2,43.8,31.7,1,Spoiled,63.2,38,22,883380,323906,559474
TXN-2026-009656,FRM-690,LOG-37,2026-06-29T06:15:00,2026-06-29,06:15:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Onitsha,Anambra,Onitsha,N/A,Rainy Season,589.7,246,22.2,5461.2,16599,Plastic Crate,Traditional Open Truck,Fair,2.0,No,No,Shaded Storage,4.4,13.6,Semi-ripe,Low,Good,88.2,20.1,27.8,0,Not Spoiled,0.0,0,246,4083354,4083354,0
TXN-2026-009657,FRM-896,LOG-59,2026-08-18T17:00:00,2026-08-18,17:00:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Lagos (Mile 12),Lagos,Lagos,Mile 12,Rainy Season,970.9,53,22.8,1208.4,18510,Wooden Crate,Traditional Open Truck,Poor,4.0,No,Yes,No Storage,15.8,11.1,Overripe,Moderate,Fair,78.5,39.5,33.6,1,Spoiled,85.6,45,8,981030,148080,832950
TXN-2026-009658,FRM-436,LOG-18,2026-12-01T14:45:00,2026-12-01,14:45:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Ibadan (Bodija),Oyo,Ibadan,Bodija,Dry Season,753.2,171,25.4,4343.4,8870,Plastic Crate,Covered Truck,Fair,2.0,No,Yes,Open Storage,28.1,7.4,Semi-ripe,Moderate,Fair,38.8,22.6,25.3,0,Not Spoiled,4.6,8,163,1516770,1445810,70960
TXN-2026-009659,FRM-540,LOG-88,2026-03-30T07:15:00,2026-03-30,07:15:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Dry Season,1313.1,92,23.0,2116.0,11362,Raffia Basket,Covered Truck,Good,1.0,No,No,No Storage,6.6,1.4,Overripe,None,Fair,50.9,31.8,29.4,0,Not Spoiled,0.0,0,92,1045304,1045304,0
TXN-2026-009660,FRM-989,LOG-58,2026-09-24T13:00:00,2026-09-24,13:00:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,1318.8,120,22.6,2712.0,22024,Raffia Basket,Refrigerated Reefer Van,Fair,0.0,No,Yes,Cold Storage,29.7,1.6,Semi-ripe,None,Fair,75.1,28.4,12.5,0,Not Spoiled,6.3,8,112,2642880,2466688,176192
TXN-2026-009661,FRM-550,LOG-62,2026-07-15T14:45:00,2026-07-15,14:45:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,1120.0,199,23.3,4636.7,18403,Wooden Crate,Traditional Open Truck,Poor,4.0,No,No,No Storage,17.6,9.9,Semi-ripe,Moderate,Fair,67.7,39.4,33.7,1,Spoiled,60.9,121,78,3662197,1435434,2226763
TXN-2026-009662,FRM-168,LOG-66,2026-03-24T10:30:00,2026-03-24,10:30:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Dry Season,1017.3,260,23.1,6006.0,10266,Sack,Traditional Open Truck,Fair,1.0,Yes,No,Open Storage,9.9,11.8,Semi-ripe,Moderate,Fair,56.5,40.0,43.0,0,Not Spoiled,4.0,10,250,2669160,2566500,102660
TXN-2026-009663,FRM-384,LOG-99,2026-01-26T07:30:00,2026-01-26,07:30:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Dry Season,742.2,251,25.5,6400.5,9255,Raffia Basket,Covered Truck,Fair,2.0,No,No,Open Storage,13.8,9.5,Unripe,Moderate,Poor,47.0,24.0,28.4,0,Not Spoiled,0.0,0,251,2323005,2323005,0
TXN-2026-009664,FRM-223,LOG-65,2026-01-02T19:45:00,2026-01-02,19:45:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Ibadan (Bodija),Oyo,Ibadan,Bodija,Dry Season,1091.8,84,24.4,2049.6,8266,Sack,Traditional Open Truck,Good,0.0,No,No,No Storage,2.7,14.3,Ripe,None,Fair,67.6,29.6,33.4,0,Not Spoiled,10.2,9,75,694344,619950,74394
TXN-2026-009665,FRM-142,LOG-63,2026-11-14T13:45:00,2026-11-14,13:45:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Ibadan (Bodija),Oyo,Ibadan,Bodija,Dry Season,810.4,290,24.8,7192.0,8908,Raffia Basket,Traditional Open Truck,Fair,0.0,No,No,Shaded Storage,8.9,5.4,Overripe,Moderate,Fair,38.9,25.8,34.2,0,Not Spoiled,8.7,25,265,2583320,2360620,222700
TXN-2026-009666,FRM-335,LOG-79,2026-03-19T10:15:00,2026-03-19,10:15:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Onitsha,Anambra,Onitsha,N/A,Dry Season,1111.8,55,22.1,1215.5,11478,Plastic Crate,Refrigerated Reefer Van,Fair,1.0,No,No,Open Storage,13.4,2.0,Ripe,Low,Good,56.2,24.3,10.0,0,Not Spoiled,3.5,2,53,631290,608334,22956
TXN-2026-009667,FRM-805,LOG-89,2026-03-03T15:45:00,2026-03-03,15:45:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Ibadan (Bodija),Oyo,Ibadan,Bodija,Dry Season,904.6,285,25.7,7324.5,9152,Plastic Crate,Traditional Open Truck,Good,0.0,No,No,No Storage,9.8,14.8,Ripe,Severe,Fair,44.8,25.5,35.9,1,Spoiled,20.0,57,228,2608320,2086656,521664
TXN-2026-009668,FRM-298,LOG-21,2026-04-05T05:30:00,2026-04-05,05:30:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,728.6,224,27.6,6182.4,22920,Raffia Basket,Traditional Open Truck,Fair,4.0,Yes,No,No Storage,32.6,2.7,Semi-ripe,Moderate,Good,81.6,31.3,26.7,1,Spoiled,81.5,183,41,5134080,939720,4194360
TXN-2026-009669,FRM-720,LOG-82,2026-09-15T19:30:00,2026-09-15,19:30:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,818.9,159,24.3,3863.7,13981,Sack,Traditional Open Truck,Fair,2.0,No,No,No Storage,34.9,14.7,Semi-ripe,Severe,Fair,71.2,25.8,36.5,1,Spoiled,51.8,82,77,2222979,1076537,1146442
TXN-2026-009670,FRM-126,LOG-37,2026-10-08T08:30:00,2026-10-08,08:30:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Onitsha,Anambra,Onitsha,N/A,Rainy Season,568.1,140,25.8,3612.0,15311,Raffia Basket,Traditional Open Truck,Good,4.0,No,Yes,Cold Storage,34.5,13.9,Ripe,Severe,Fair,72.5,19.9,27.3,1,Spoiled,45.7,64,76,2143540,1163636,979904
TXN-2026-009671,FRM-942,LOG-34,2026-03-29T16:00:00,2026-03-29,16:00:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Lagos (Mile 12),Lagos,Lagos,Mile 12,Dry Season,1210.7,128,22.4,2867.2,13109,Plastic Crate,Traditional Open Truck,Poor,6.0,No,No,No Storage,19.9,7.7,Overripe,None,Good,54.3,44.5,35.6,1,Spoiled,68.4,88,40,1677952,524360,1153592
TXN-2026-009672,FRM-933,LOG-23,2026-11-11T16:00:00,2026-11-11,16:00:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Lagos (Mile 12),Lagos,Lagos,Mile 12,Dry Season,981.2,57,25.8,1470.6,12317,Raffia Basket,Covered Truck,Fair,4.0,No,Yes,Shaded Storage,27.4,15.1,Ripe,None,Fair,63.5,30.5,28.8,1,Spoiled,46.3,26,31,702069,381827,320242
TXN-2026-009673,FRM-644,LOG-18,2026-10-08T09:30:00,2026-10-08,09:30:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,1063.3,228,23.1,5266.8,15977,Plastic Crate,Covered Truck,Good,1.0,No,Yes,Shaded Storage,32.4,0.8,Overripe,Moderate,Poor,74.5,26.2,29.7,0,Not Spoiled,4.3,10,218,3642756,3482986,159770
TXN-2026-009674,FRM-729,LOG-23,2026-03-02T18:00:00,2026-03-02,18:00:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Ibadan (Bodija),Oyo,Ibadan,Bodija,Dry Season,1026.3,61,22.0,1342.0,8343,Plastic Crate,Traditional Open Truck,Fair,2.0,No,No,Open Storage,30.0,3.4,Ripe,Moderate,Fair,45.6,34.4,31.4,1,Spoiled,47.4,29,32,508923,266976,241947
TXN-2026-009675,FRM-898,LOG-15,2026-06-24T14:45:00,2026-06-24,14:45:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Onitsha,Anambra,Onitsha,N/A,Rainy Season,763.5,191,23.2,4431.2,21106,Plastic Crate,Covered Truck,Fair,2.0,Yes,No,Shaded Storage,19.5,6.6,Semi-ripe,None,Fair,78.8,28.0,27.1,0,Not Spoiled,4.7,9,182,4031246,3841292,189954
TXN-2026-009676,FRM-137,LOG-85,2026-01-07T11:15:00,2026-01-07,11:15:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Onitsha,Anambra,Onitsha,N/A,Dry Season,513.9,246,24.4,6002.4,10222,Sack,Covered Truck,Fair,0.0,No,No,Shaded Storage,16.5,14.6,Unripe,Moderate,Good,54.7,15.3,33.7,0,Not Spoiled,6.5,16,230,2514612,2351060,163552
TXN-2026-009677,FRM-230,LOG-24,2026-10-09T15:00:00,2026-10-09,15:00:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Onitsha,Anambra,Onitsha,N/A,Rainy Season,504.1,190,25.2,4788.0,20993,Wooden Crate,Traditional Open Truck,Good,1.0,No,No,Open Storage,2.6,10.4,Semi-ripe,Low,Poor,86.9,16.2,30.0,0,Not Spoiled,1.7,3,187,3988670,3925691,62979
TXN-2026-009678,FRM-974,LOG-64,2026-01-03T07:30:00,2026-01-03,07:30:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Lagos (Mile 12),Lagos,Lagos,Mile 12,Dry Season,860.2,196,27.4,5370.4,14015,Raffia Basket,Traditional Open Truck,Poor,0.0,No,No,Open Storage,6.9,10.3,Ripe,None,Good,66.8,27.9,38.4,1,Spoiled,47.9,94,102,2746940,1429530,1317410
TXN-2026-009679,FRM-881,LOG-50,2026-11-02T07:30:00,2026-11-02,07:30:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Dry Season,1297.2,77,25.2,1940.4,9347,Wooden Crate,Covered Truck,Poor,2.0,No,No,No Storage,34.7,4.8,Ripe,Low,Fair,36.2,41.3,26.3,1,Spoiled,42.8,33,44,719719,411268,308451
TXN-2026-009680,FRM-839,LOG-44,2026-06-17T07:00:00,2026-06-17,07:00:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,783.8,283,26.4,7471.2,17416,Plastic Crate,Covered Truck,Fair,1.0,No,No,Open Storage,16.3,2.8,Semi-ripe,None,Fair,88.6,21.8,26.1,0,Not Spoiled,3.9,11,272,4928728,4737152,191576
